,zip,city,name,alias,state,locale,address,dolflag,branches,ownership,main_campus,state_fips,religious_affiliation,tuition_revenue_per_fte,instructional_expenditure_per_fte,peps_ownership,faculty_salary,online_only
3958,56633,Cass Lake,Leech Lake Tribal College,,MN,42.0,6945 Littlewolf Road NW,1,1,1,1,27,,6407.0,15203.0,Public,4883.0,0.0
3959,90301-2904,Inglewood,Spartan College of Aeronautics & Technology,Los Angeles Campus,CA,21.0,8911 Aviation Blvd,0,2,3,1,6,,14419.0,2812.0,Proprietary,6723.0,0.0
3960,73099,Yukon,Yukon Beauty College Inc,,OK,21.0,221 W. MAIN STREET,0,1,3,1,40,,8985.0,2942.0,Proprietary,,0.0
3961,30260-2941,Morrow,United Education Institute-Morrow,,GA,21.0,1564 Southlake Parkway,0,11,3,0,13,,10482.0,2172.0,Proprietary,,0.0
3962,07950,Morris Plains,Artistic Academy of Hair Design,Artistic Academy,NJ,21.0,"301 Gibraltar Drive, Suite 1-A",0,1,3,1,34,,13432.0,8062.0,Proprietary,,0.0
3963,02771,Seekonk,Motoring Technical Training Institute,MTTI,MA,21.0,1241 Fall River Avenue,1,2,3,1,25,,12735.0,7852.0,Proprietary,,0.0
3964,00725-0000,Caguas,Mech-Tech College,,PR,13.0,Num 39-40 B St W Industrial Pk,0,1,3,1,72,,6774.0,1641.0,Proprietary,2845.0,0.0
3965,78757-7068,Austin,Baldwin Beauty School-North Austin,Baldwin Beauty Schools,TX,11.0,"8440 Burnet Rd., Ste 140",0,2,3,0,48,,7866.0,5007.0,Proprietary,,0.0
3966,19147,Philadelphia,Jean Madeline Aveda Institute,"Jean Madeline Education Center of Cosmetology, Inc",PA,11.0,315A Bainbridge St,0,1,3,1,42,,11627.0,2531.0,Proprietary,,0.0
3967,10038,New York,Pacific College of Health and Science,Pacific College of Health and Science,NY,11.0,110 William St. 19th Fl,0,3,3,0,36,,13510.0,3796.0,Proprietary,7516.0,0.0
3968,46256,Indianapolis,Tricoci University of Beauty Culture-Indianapolis,INE,IN,21.0,9725 Crosspoint Commons,0,2,3,1,18,,12223.0,3316.0,Proprietary,,0.0
3969,46703,Angola,Trine University-Regional/Non-Traditional Campuses,,IN,32.0,1 University Avenue,0,2,2,0,18,,9308.0,3046.0,Private Nonprofit,8377.0,0.0
3970,15904-2949,Johnstown,Pennsylvania Highlands Community College,Pennsylvania Highlands,PA,41.0,101 Community College Way,1,1,1,1,42,,3641.0,4481.0,Public,5745.0,0.0
3971,89130,Las Vegas,Nevada Career Institute,,NV,11.0,3231 North Decatur Boulevard,0,5,3,0,32,,8984.0,1884.0,Proprietary,4444.0,0.0
3972,74116-5612,Tulsa,Phillips Theological Seminary,,OK,11.0,901 N Mingo Rd,0,1,2,1,40,61.0,3896.0,25849.0,Private Nonprofit,7180.0,0.0
3973,17331,Hanover,Empire Beauty School-Hanover,,PA,13.0,"Clearview Shp Ctr., 1000 Carlisle St, S4",0,8,3,0,42,,10784.0,8867.0,Proprietary,,0.0
3974,06706,Waterbury,Industrial Management Training Institute,IMTI,CT,12.0,233 Mill St,1,1,3,1,9,,6035.0,2043.0,Proprietary,,0.0
3975,11432,Jamaica,Allen School-Jamaica,Allen School of Health Sciences - Jamaica,NY,11.0,163-18 Jamaica Avenue,0,3,3,1,36,,16176.0,7940.0,Proprietary,,0.0
3976,91706-3746,Irwindale,Premiere Career College,,CA,21.0,12901 Ramona Blvd,0,1,3,1,6,,7936.0,2892.0,Proprietary,4315.0,0.0
3977,77030-4009,Houston,The University of Texas MD Anderson Cancer Center,MD Anderson Cancer Center| MD Anderson Hospital|MD Anderson Hospital and Tumor Institute|MDACC|UTMDACC|Anderson Cancer Center,TX,11.0,1515 Holcombe Blvd.,0,1,1,1,48,,4742.0,16448.0,Public,13561.0,0.0
3978,35758,Madison,Paul Mitchell the School-Huntsville,,AL,21.0,3810 Sullivan St Ste E,0,1,3,1,1,,10759.0,3859.0,Proprietary,,0.0
3979,93291,Visalia,Estes Institute of Cosmetology Arts and Science,,CA,12.0,324 E Main St,0,1,3,1,6,,5562.0,4606.0,Proprietary,,0.0
3980,91706-4221,Baldwin Park,Baldwin Park Adult & Community Education,BPACE,CA,21.0,4640 N. Maine Ave,0,1,1,1,6,,2398.0,11175.0,Public,,0.0
3981,93003-0000,Ventura,Ventura Adult and Continuing Education,,CA,12.0,5200 Valentine Rd,1,1,1,1,6,,2712.0,27264.0,Public,,0.0
3982,06114,Hartford,CT Aerotech,,CT,12.0,500 Lindbergh Drive,0,2,1,1,9,,,,Public,,0.0
3983,06615,Stratford,Stratford School for Aviation Maintenance Technicians,,CT,21.0,200 Great Meadow Road,0,1,1,1,9,,,,Public,,0.0
3984,32714,Altamonte Springs,City College-Altamonte Springs,,FL,21.0,177 Montgomery Road,0,1,3,1,12,,20693.0,8933.0,Proprietary,6783.0,0.0
3985,62278,Red Bud,Career Center of Southern Illinois,Beck School of Practical Nursing Beck Area Career Center,IL,42.0,6137 Beck Rd,1,1,1,1,17,,6079.0,5431.0,Public,,0.0
3986,67203,Wichita,Crave Beauty Academy,Xenon Academy  Xenon International Academy - Ballwin  Xenon Int'l. Academy  Xenon International Academy - Wichita,KS,11.0,3804 W Douglas,0,1,3,1,20,,10555.0,2406.0,Proprietary,,0.0
3987,55033,Hastings,Hastings Beauty School,,MN,31.0,221 Second Street East,0,1,3,1,27,,12207.0,10813.0,Proprietary,,0.0
3988,63501,Kirksville,Kirksville Area Technical Center,,MO,33.0,1103 S Cottage Grove,0,1,1,1,29,,5847.0,25401.0,Public,,0.0
3989,65775,West Plains,Southern Missouri Technical Institute,SCCC,MO,33.0,407 W. Thornburgh,1,1,1,1,29,,3294.0,12386.0,Public,,0.0
3990,65340-1698,Marshall,Saline County Career Center,SCCC,MO,33.0,"SCCC Adult Education Center, 2285 S Hwy 65",1,1,1,1,29,,3776.0,7777.0,Public,,0.0
3991,64093,Warrensburg,Warrensburg Area Career Center,,MO,32.0,205 S. Ridgeview Dr,1,1,1,1,29,,7735.0,21316.0,Public,,0.0
3992,64701-2024,Harrisonville,Cass Career Center,Cass RIX School District,MO,32.0,1600 E Elm,1,1,1,1,29,,1829.0,12720.0,Public,,0.0
3993,63127,Sunset Hills,Applied Technology Services,,MO,21.0,12721 West Watson Road,1,1,1,1,29,,5246.0,5611.0,Public,,0.0
3994,65584,Saint Robert,Central College of Cosmetology,,MO,33.0,"690 Missouri Avenue ,  Suite #3",0,1,3,1,29,,5248.0,3127.0,Proprietary,,0.0
3995,63703-4507,Cape Girardeau,Southeast Missouri Hospital College of Nursing and Health Sciences,,MO,13.0,2001 William Street,1,1,2,1,29,,13079.0,10685.0,Private Nonprofit,6194.0,0.0
3996,76021,Bedford,Messenger College,,TX,21.0,"2701 Brown Trail, Suite 408",0,1,2,1,48,79.0,12050.0,4774.0,Private Nonprofit,1858.0,0.0
3997,07076,Scotch Plains,Union County Vocational Technical School,,NJ,21.0,1776 Raritan Rd,0,1,1,1,34,,3718.0,4470.0,Public,,0.0
3998,19152,Philadelphia,Prism Career Institute-Philadelphia,,PA,11.0,8040 Roosevelt Boulevard,0,3,3,1,42,,14395.0,5261.0,Proprietary,,0.0
3999,12901-0455,Plattsburgh,Clinton Essex Warren Washington BOCES,"CEWW BOCES, Champlain Valley Educational Services",NY,32.0,1585 Military Turnpike,0,1,1,1,36,,11327.0,14686.0,Public,,0.0
4000,13601-9509,Watertown,Jefferson Lewis BOCES-Practical Nursing Program,,NY,41.0,20104 State Route 3,1,1,1,1,36,,13599.0,10763.0,Public,,0.0
4001,11801-4302,Hicksville,Veeb Nassau County School of Practical Nursing,VEEB,NY,21.0,30 East Cherry Street,0,1,1,1,36,,19471.0,34633.0,Public,,0.0
4002,14760,Olean,Cattaraugus Allegany BOCES-Practical Nursing Program,CABOCES,NY,41.0,1825 Windfall Rd,1,1,1,1,36,,10500.0,6147.0,Public,,0.0
4003,12550,Newburgh,Orange Ulster BOCES-Practical Nursing Program,,NY,13.0,3 Washington Center,1,1,1,1,36,,8768.0,11393.0,Public,,0.0
4004,14513-1863,Newark,Wayne Finger Lakes BOCES-Practical Nursing Program,,NY,32.0,131 Drumlin Ct,1,1,1,1,36,,11545.0,15328.0,Public,,0.0
4005,13760,Endicott,Broome Delaware Tioga BOCES-Practical Nursing Program,,NY,22.0,1100 East Main Street,1,1,1,1,36,,5263.0,6347.0,Public,,0.0
4006,12839,Hudson Falls,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,WSWHE BOCES,NY,23.0,1051 Dix Ave,0,1,1,1,36,,9851.0,7095.0,Public,,0.0
4007,12205,Albany,Albany BOCES-Adult Practical Nursing Program,,NY,21.0,900  Watervliet Shaker Rd,1,1,1,1,36,,12605.0,3999.0,Public,,0.0
4008,11782,Sayville,Eastern Suffolk BOCES,,NY,21.0,30 Greene Avenue,0,3,1,1,36,,11348.0,6065.0,Public,,0.0
4009,10994,West Nyack,Rockland County BOCES-Practical Nursing Program,,NY,21.0,"65 Parrott Rd, Bldg 3",1,1,1,1,36,,13275.0,5141.0,Public,,0.0
4010,11791-4413,Syosset,New York College of Health Professions,,NY,21.0,"6851 Jericho Tpk, Suite 210",0,1,2,1,36,,20905.0,11685.0,Private Nonprofit,5467.0,0.0
4011,11229,Brooklyn,Charles Stuart School of Diamond Setting,Charles Stuart School,NY,11.0,1420 Kings Hwy 2nd Fl,0,1,3,1,36,,19008.0,3820.0,Proprietary,,0.0
4012,43551-4594,Perrysburg,Penta County Joint Vocational School,Penta Career Center,OH,21.0,9301 Buck Road,1,1,1,1,39,,10135.0,30809.0,Public,,0.0
4013,43055-3399,Newark,Career and Technology Education Centers of Licking County,C-TEC of Licking County,OH,23.0,150 Price Rd,1,1,1,1,39,,11097.0,16510.0,Public,,0.0
4014,44094,Eastlake,Northern Career Institute,Willoughby-Eastlake School of Practical Nursing is a program that is offered at the Northern Career Institute,OH,21.0,"34050 Glen Drive, Suite 2",1,1,1,1,39,,9637.0,11762.0,Public,,0.0
4015,45750,Marietta,Washington County Career Center-Adult Technical Training,,OH,41.0,21740 State Route 676,1,1,1,1,39,,12966.0,11237.0,Public,,0.0
4016,45212,Norwood,Ohio Media School-Cincinnati,,OH,21.0,4411 Montgomery Road,0,2,3,0,39,,15736.0,1376.0,Proprietary,,0.0
4017,45891,Van Wert,Vantage Career Center,,OH,32.0,818 North Franklin Street,1,1,1,1,39,,9570.0,7885.0,Public,,0.0
4018,74403-1889,Muskogee,Indian Capital Technology Center-Muskogee,,OK,32.0,2403 N 41st St E,1,5,1,1,40,,1193.0,4234.0,Public,,0.0
4019,73624-1469,Burns Flat,Western Technology Center,,OK,43.0,621 Sooner Drive,1,1,1,1,40,,1248.0,11105.0,Public,,0.0
4020,73095-0210,Wayne,Mid-America Technology Center,,OK,42.0,27438 State Hwy 59,1,1,1,1,40,,784.0,10504.0,Public,,0.0
4021,73020-9017,Choctaw,Eastern Oklahoma County Technology Center,,OK,41.0,4601 N Choctaw Rd,1,1,1,1,40,,1299.0,16898.0,Public,,0.0
4022,74883-6155,Wetumka,Wes Watkins Technology Center,,OK,43.0,7892 Highway 9,1,1,1,1,40,,2052.0,23834.0,Public,,0.0
4023,17402-4696,York,York County School of Technology-Adult & Continuing Education,York County School of Technology,PA,22.0,2179 S Queen St,1,1,1,1,42,,3145.0,2186.0,Public,,0.0
4024,19335,Downingtown,Chester County Intermediate Unit,,PA,21.0,443 Boot Road,1,1,1,1,42,,4200.0,16010.0,Public,,0.0
4025,15851,Reynoldsville,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Jeff Tech,PA,42.0,576 Vo-Tech Road,1,1,1,1,42,,4436.0,11987.0,Public,,0.0
4026,15904-2998,Johnstown,Greater Johnstown Career and Technology Center,,PA,41.0,445 Schoolhouse Rd,1,1,1,1,42,,13885.0,30460.0,Public,,0.0
4027,17044-1697,Lewistown,Mifflin County Academy of Science and Technology,,PA,32.0,700 Pitt St,1,1,1,1,42,,6175.0,14376.0,Public,,0.0
4028,16226,Ford City,Lenape Technical School Practical Nursing Program,Lenape Practical Nursing Program,PA,41.0,104 Armstrong Street,1,1,1,1,42,,8126.0,8664.0,Public,,0.0
4029,16301,Oil City,Venango County Area Vocational Technical School,Venango Technology Center,PA,33.0,1 Vo-Tech Dr,1,1,1,1,42,,5269.0,10865.0,Public,,0.0
4030,17584,Willow Street,Lancaster County Career and Technology Center,,PA,21.0,1730 Hans Herr Dr,1,1,1,1,42,,7314.0,5240.0,Public,6195.0,0.0
4031,17042,Lebanon,Lebanon County Area Vocational Technical School,Lebanon County Career & Technology Center,PA,23.0,833 Metro Dr,1,1,1,1,42,,3542.0,6113.0,Public,,0.0
4032,15701-1465,Indiana,Indiana County Technology Center,ICTC,PA,41.0,441 Hamill Rd,1,1,1,1,42,,9184.0,14583.0,Public,,0.0
4033,18848-9731,Towanda,Northern Tier Career Center,,PA,41.0,120 Career Center Lane,1,1,1,1,42,,11755.0,6262.0,Public,,0.0
4034,18202,Hazle TWP.,Hazleton Area Career Center,,PA,23.0,1451 West 23rd Street,1,1,1,1,42,,6352.0,16697.0,Public,,0.0
4035,15122,West Mifflin,All-State Career School-Pittsburgh,,PA,21.0,1200 Lebanon Road,1,4,3,0,42,,8010.0,3799.0,Proprietary,,0.0
4036,00794,Barranquitas,D'Mart Institute,,PR,21.0,Carr 156 Km 17.3 Barrio Honduras,0,1,3,1,72,,6806.0,1371.0,Proprietary,,0.0
4037,00605,Aguadilla,Automeca Technical College-Aguadilla,,PR,22.0,Parque Industrial La Montana Km09 Edif932,0,4,3,0,72,,7377.0,1169.0,Proprietary,,0.0
4038,37042,Clarksville,North Central Institute,,TN,12.0,168 Jack Miller Blvd,1,1,3,1,47,,13261.0,7825.0,Proprietary,3756.0,0.0
4039,79903,El Paso,Pipo Academy of Hair Design,,TX,11.0,3000 Pershing Dr,0,1,3,1,48,,5312.0,3339.0,Proprietary,,0.0
4040,75051,Grand Prairie,Tint School of Makeup and Cosmetology-Dallas,,TX,21.0,"510 W Pioneer Pkwy, Suite 300",0,2,3,1,48,,10627.0,4082.0,Proprietary,,0.0
4041,26301-6313,Clarksburg,United Technical Center,UTC,WV,32.0,251 Marietta Street,1,1,1,1,54,,1200.0,7318.0,Public,,0.0
4042,01247-3999,North Adams,Charles H McCann Technical School,,MA,41.0,70 Hodges Cross Rd,1,1,1,1,25,,4111.0,17407.0,Public,,0.0
4043,93401,San Luis Obispo,Central California School of Continuing Education,,CA,13.0,3195 McMillan Ste F,1,2,3,1,6,,2234.0,1738.0,Proprietary,,0.0
4044,33133,Miami,HCA Florida Mercy Hospital School of Practical Nursing,,FL,11.0,3663 S Miami Ave,0,1,3,1,12,,4113.0,12471.0,Proprietary,,0.0
4045,34471-3172,Ocala,Marion Technical College,MTC,FL,13.0,1014 SW 7th Rd,1,1,1,1,12,,7636.0,11059.0,Public,,0.0
4046,31909,Columbus,Rivertown School of Beauty Barber Skin Care and Nails,Rivertown School of Beauty,GA,12.0,3625 Manchester Expy,0,1,3,1,13,,12639.0,4164.0,Proprietary,,0.0
4047,30096,Duluth,Atlanta Institute of Music and Media,AIMM,GA,21.0,"2875 Breckinridge Blvd., Suite 700",0,1,3,1,13,,12545.0,3457.0,Proprietary,4764.0,0.0
4048,60631,Chicago,Illinois Media School,,IL,11.0,8501 W. Higgins Rd. Suite 450,0,2,3,1,17,,20156.0,5609.0,Proprietary,,0.0
4049,64801-5017,Joplin,New Dimensions School of Hair Design,,MO,13.0,621 Kentucky Ave.,0,1,3,1,29,,3171.0,0.0,Proprietary,,0.0
4050,19146,Philadelphia,Jna Institute of Culinary Arts,JNA Institute,PA,11.0,1212 S Broad St,0,1,3,1,42,,6098.0,4682.0,Proprietary,3167.0,0.0
4051,25070-0640,Eleanor,Putnam Career and Technical Center,PCTC,WV,22.0,300 Roosevelt Boulevard,1,1,1,1,54,,1297.0,10003.0,Public,,0.0
4052,16335,Meadville,Crawford County Career and Technical Center Practical Nursing Program,,PA,32.0,860 Thurston Rd,1,1,1,1,42,,10476.0,25866.0,Public,,0.0
4053,76904,San Angelo,Texas College of Cosmetology-San Angelo,,TX,13.0,3504 Knickerbocker Road,0,3,3,0,48,,5381.0,1357.0,Proprietary,,0.0
4054,00961,Bayamon,Automeca Technical College-Bayamon,,PR,12.0,Carr.No.2 Km14.0 Hato Tejas,0,4,3,1,72,,7411.0,1640.0,Proprietary,,0.0
4055,00725,Caguas,Automeca Technical College-Caguas,,PR,13.0,Calle Munoz Rivera No.69,0,4,3,0,72,,7690.0,2020.0,Proprietary,,0.0
4056,00731,Ponce,Automeca Technical College-Ponce,,PR,12.0,Calle Villa No.452,0,4,3,0,72,,7415.0,1607.0,Proprietary,,0.0
4057,23320,Chesapeake,Centura College-Chesapeake,,VA,11.0,932 Ventures Way,0,5,3,0,51,,12833.0,2312.0,Proprietary,5475.0,0.0
4058,96707-2082,Kapolei,University of Phoenix-Hawaii,,HI,21.0,949 Kaokila Blvd,0,5,3,0,15,,10400.0,1102.0,Proprietary,,0.0
4059,08002,Cherry Hill,Prism Career Institute-Cherry Hill,,NJ,21.0,"3 Executive Campus Rt 70, Suite 280",0,3,3,0,34,,10469.0,3826.0,Proprietary,,0.0
4060,85282,Tempe,Sonoran University of Health Sciences,,AZ,12.0,2140 E Broadway Rd,0,1,2,1,4,,29449.0,21668.0,Private Nonprofit,6623.0,0.0
4061,00662,Isabela,Escuela de Peritos Electricistas de Isabela Inc,E.P.E.I. Inc.,PR,22.0,Ave. Agustin Ramos Calero Calle Surinam 1059  P.R. 112 Norte,0,1,3,1,72,,2064.0,478.0,Proprietary,,0.0
4062,10952,Monsey,Yeshiva D'monsey Rabbinical College,,NY,21.0,2 Roman Blvd,0,1,2,1,36,,8566.0,5545.0,Private Nonprofit,2960.0,0.0
4063,07430,Mahwah,Lincoln Technical Institute-Mahwah,,NJ,21.0,70 McKee Dr,1,8,3,0,34,,14554.0,4170.0,Proprietary,,0.0
4064,20005,Washington,Career Technical Institute,,DC,11.0,"1101 Vermont Avenue, N.W suite L002",1,1,3,1,11,,13672.0,2672.0,Proprietary,4460.0,0.0
4065,78251,San Antonio,Northwest Vista College,,TX,11.0,3535 N. Ellison Drive,1,1,1,1,48,,1569.0,4388.0,Public,7707.0,0.0
4066,31082,Sandersville,Oconee Fall Line Technical College,Sandersville Regional Technical Institute,GA,41.0,1189 Deepstep Rd,1,1,1,1,13,,2569.0,8024.0,Public,5078.0,0.0
4067,04090,Wells,York County Community College,,ME,23.0,112 College Drive,1,1,1,1,23,,518.0,5481.0,Public,7009.0,0.0
4068,11768,Northport,Western Suffolk BOCES,,NY,21.0,152 Laurel Hill Rd,1,1,1,1,36,,13663.0,7205.0,Public,,0.0
4069,72653,Mountain Home,Arkansas State University-Mountain Home,,AR,33.0,1600 South College Street,1,1,1,1,5,,2611.0,9616.0,Public,5261.0,0.0
4070,97058,The Dalles,Columbia Gorge Community College,,OR,33.0,400 E Scenic Dr,1,1,1,1,41,,3847.0,12037.0,Public,7047.0,0.0
4071,75243-7039,Dallas,Bakke Graduate University,BGU,TX,11.0,"8515 Greenville Ave, Suite S206",0,1,2,1,48,,10369.0,2197.0,Private Nonprofit,,0.0
4072,97141,Tillamook,Tillamook Bay Community College,TBCC,OR,32.0,4301 Third St.,1,1,1,1,41,,1733.0,10148.0,Public,8039.0,0.0
4073,11230-1401,Brooklyn,Manhattan School of Computer Technology,,NY,11.0,931 Coney Island Avenue,1,1,2,1,36,,137.0,2840.0,Private Nonprofit,,0.0
4074,42240-4948,Hopkinsville,Ross College-Hopkinsville,,KY,32.0,4001 Ft. Campbell Blvd.,1,11,3,0,21,,9645.0,3525.0,Proprietary,3972.0,0.0
4075,84770-0000,Saint George,Paul Mitchell the School-St. George,,UT,12.0,1487 S Silicon Way Ste #A3,0,1,3,1,49,,7912.0,3229.0,Proprietary,,0.0
4076,49601-1800,Cadillac,Cadillac Institute of Cosmetology,,MI,32.0,205 North Mitchell Street,0,1,3,1,26,,4570.0,2576.0,Proprietary,,0.0
4077,85282-1840,Tempe,Arizona College of Nursing-Tempe,,AZ,12.0,1620 West Fountainhead Parkway,1,17,3,1,4,,22630.0,7887.0,Proprietary,7714.0,0.0
4078,43420,Fremont,Vanguard-Sentinel Adult Career and Technology Center,Vanguard Adult Career Center,OH,32.0,1306 Cedar St,1,1,1,1,39,,2735.0,12702.0,Public,,0.0
4079,64083-9195,Raymore,Academy of Beauty Professionals,,MO,21.0,800 W Foxwood Dr.,0,4,3,1,29,,16077.0,10243.0,Proprietary,,0.0
4080,10011-4225,New York,New York Conservatory for Dramatic Arts,School for Film and Television (The),NY,11.0,39 W 19th Street Fl 2,0,1,3,1,36,,18410.0,8732.0,Proprietary,8888.0,0.0
4081,07306,Jersey City,Eastern International College-Jersey City,,NJ,11.0,684 Newark Ave,0,1,3,1,34,,26152.0,6061.0,Proprietary,7309.0,0.0
4082,00717-1250,Ponce,Academia Serrant Inc,Academia Serrant,PR,12.0,7033 Mendez Vigo,0,1,3,1,72,,5157.0,930.0,Proprietary,,0.0
4083,93727-1501,Fresno,San Joaquin Valley College-Trades Education Center,,CA,11.0,4985 East Anderson Avenue,0,14,3,0,6,,10273.0,4724.0,Proprietary,6062.0,0.0
4084,92626-3402,Costa Mesa,Pacific College,,CA,12.0,3160 Red Hill Ave,0,1,3,1,6,,24279.0,12372.0,Proprietary,7520.0,0.0
4085,92505,Riverside,American College of Healthcare and Technology,,CA,11.0,"11801 Pierce St., Suite 100",1,3,3,1,6,,9551.0,2128.0,Proprietary,4167.0,0.0
4086,33012-4861,Hialeah,Compu-Med Vocational Careers Corp,CMVC,FL,21.0,2900 W 12th Ave 3rd Fl #28,0,2,3,1,12,,13426.0,5865.0,Proprietary,4829.0,0.0
4087,00674,Manati,Advantage Technical College,,PR,21.0,3 Ramos Velez St,0,3,3,1,72,,3706.0,367.0,Proprietary,,0.0
4088,75051-4892,Grand Prairie,Mid Cities Barber College,MCBC,TX,21.0,"2345 Southwest 3rd Street, Suite101",0,1,3,1,48,,8044.0,3340.0,Proprietary,,0.0
4089,85308,Glendale,Midwestern University-Glendale,,AZ,21.0,19555 N 59th Ave,0,2,2,0,4,,60225.0,32447.0,Private Nonprofit,12445.0,0.0
4090,97366,Newport,Oregon Coast Community College,,OR,32.0,400 SE College Way,1,1,1,1,41,,6112.0,15863.0,Public,6591.0,0.0
4091,30328,Sandy Springs,Gwinnett College-Sandy Springs,Gwinnett College - Sandy Springs,GA,12.0,6690 Roswell Road NE  Ste. 2200,0,1,3,1,13,,8219.0,3558.0,Proprietary,3467.0,0.0
4092,01201-5300,Pittsfield,Mildred Elley-Pittsfield Campus,,MA,13.0,100 West Street,1,3,3,0,25,,9750.0,3770.0,Proprietary,,0.0
4093,32114-3900,Daytona Beach,Embry-Riddle Aeronautical University-Worldwide,Embry Riddle Aeronautical University-Worldwide,FL,13.0,1 Aerospace Blvd.,1,2,2,0,12,,12521.0,5682.0,Private Nonprofit,8483.0,0.0
4094,11214,Brooklyn,Merkaz Bnos-Business School,,NY,11.0,2115 Benson Avenue,0,1,2,1,36,80.0,15069.0,10537.0,Private Nonprofit,,0.0
4095,10019,New York,Lia Schorr Institute of Cosmetic Skin Care Training,,NY,11.0,57 west 57 street suite 1409,0,1,3,1,36,,3839.0,56.0,Proprietary,,0.0
4096,22312,Alexandria,CET-Alexandria,,VA,21.0,"6295 Edsall Rd, Plaza 500, Ste. 220",0,12,2,0,51,,11397.0,19234.0,Private Nonprofit,,0.0
4097,23518,Norfolk,Aviation Institute of Maintenance-Norfolk,N/A,VA,12.0,2329 E. Little Creek Road,1,1,3,1,51,,16382.0,4739.0,Proprietary,,0.0
4098,23235-5250,North Chesterfield,Centura College-Richmond Main,,VA,21.0,7914 Midlothian Turnpike,0,5,3,0,51,,16742.0,5530.0,Proprietary,,0.0
4099,34744,Kissimmee,Osceola Technical College,,FL,21.0,501 Simpson Rd,1,3,1,1,12,,3444.0,6117.0,Public,,0.0
4100,33137,Miami,Miami Ad School,,FL,11.0,225 NE 34th St 203,0,3,3,1,12,,25780.0,3725.0,Proprietary,,0.0
4101,74447-1217,Okmulgee,Green Country Technology Center,,OK,41.0,1100 OK-56 Loop,1,1,1,1,40,,271.0,10804.0,Public,,0.0
4102,00960,Bayamon,Nova College de Puerto Rico,,PR,12.0,#137 Dr. Veve Street,0,1,3,1,72,,6157.0,1784.0,Proprietary,,0.0
4103,90813,Long Beach,John Wesley International Barber and Beauty College,John Wesley Intl. Barber and Beauty College,CA,11.0,920 Atlantic Avenue Suite 200,0,1,3,1,6,,6764.0,3433.0,Proprietary,,0.0
4104,33409,West Palm Beach,Southeastern College-West Palm Beach,,FL,21.0,1756 North Congress Avenue,1,2,3,1,12,,14079.0,4638.0,Proprietary,5308.0,0.0
4105,53005,Brookfield,Ottawa University-Milwaukee,Ottawa University - Milwaukee,WI,21.0,"245 South Executive Drive, Suite 340",0,4,2,0,55,52.0,8127.0,1756.0,Private Nonprofit,6404.0,0.0
4106,97603-7121,Klamath Falls,Klamath Community College,,OR,33.0,7390 South Sixth Street,1,1,1,1,41,,5573.0,8103.0,Public,7842.0,0.0
4107,77063-4104,Houston,American College of Acupuncture and Oriental Med,,TX,11.0,9100 Park  West Drive,0,1,3,1,48,,13009.0,6520.0,Proprietary,5233.0,0.0
4108,78745,Austin,AOMA Graduate School of Integrative Medicine,AOMA,TX,11.0,4701 Westgate Blvd,0,1,3,1,48,,13829.0,5469.0,Proprietary,5705.0,0.0
4109,02116,Boston,Urban College of Boston,,MA,11.0,"2 Boylston Street, 2nd Floor",0,1,2,1,25,,3796.0,4584.0,Private Nonprofit,,0.0
4110,20746,Suitland,Strayer University-Maryland,,MD,21.0,5110 Auth Way,0,52,3,0,24,,12395.0,1954.0,Proprietary,7964.0,0.0
4111,15146-2229,Monroeville,Empire Beauty School-Monroeville,,PA,21.0,"The Plaza, 320 Mall Blvd",0,10,3,0,42,,10823.0,9554.0,Proprietary,,0.0
4112,78221,San Antonio,Southern Careers Institute-San Antonio,,TX,11.0,"238 SW Military Drive, Suite 101",0,8,3,0,48,,9857.0,2979.0,Proprietary,4419.0,0.0
4113,23451,Virginia Beach,Cayce/Reilly School of Massage,,VA,11.0,215 67th Street,0,1,2,1,51,,2583.0,1667.0,Private Nonprofit,,0.0
4114,08232,West  Atlantic City,Prism Career Institute-West Atlantic City,,NJ,21.0,8025 Black Horse Pike Bayport One Suite 250,0,3,3,0,34,,11516.0,4209.0,Proprietary,,0.0
4115,10016-4112,New York,Studio Jewelers,,NY,11.0,32 E 31 St,0,1,3,1,36,,12699.0,2103.0,Proprietary,,0.0
4116,33135,Miami,Praxis Institute,,FL,11.0,1850 SW 8th St 4th Fl,0,1,3,1,12,,312.0,5225.0,Proprietary,,0.0
4117,00725-4968,Caguas,San Juan Bautista School of Medicine,,PR,13.0,Carretera 172  Urb. Turabo Gardens,0,1,2,1,72,,18019.0,12026.0,Private Nonprofit,,0.0
4118,78704,Austin,Texas Health and Science University,THSU,TX,11.0,4005 Menchaca Rd,0,1,3,1,48,,12018.0,7739.0,Proprietary,6159.0,0.0
4119,25306-6397,Charleston,Carver Career Center,,WV,22.0,4799 Midland Dr,1,1,1,1,54,,6278.0,7266.0,Public,,0.0
4120,13021,Auburn,Cayuga Onondaga BOCES-Practical Nursing Program,,NY,32.0,Center for Learning 12 Allen Street,1,1,1,1,36,,7282.0,8807.0,Public,,0.0
4121,16830,Clearfield,Clearfield County Career and Technology Center,CCCTC,PA,41.0,1620 River Road,1,1,1,1,42,,22852.0,35535.0,Public,,0.0
